0,1,2,3,4,5,6,7,8,9,10,11
1281,95,184,3654,642,13,57,323,0,0,0,0
116,79,215,213,336,3,8,875,1830,0,0,0
3,8,39,816,507,813,221,2,0,0,0,0
6,126,9,1357,785,2912,2376,0,0,0,0,2
3,51,158,2,5,682,10,326,2,87,110,0
426,786,153,1440,143,208,3,264,240,30,0,0
10,51,2,5,621,3655,48,194,638,117,2,0
4,14,699,599,178,292,16,105,1328,1546,0,1
1013,1620,9,449,951,351,305,112,0,0,0,0
3362,306,4,2913,594,606,188,564,5075,0,0,1
4,14,109,123,656,5076,628,2424,292,0,0,1
231,52,2,190,2,83,15,2,5,799,99,1
80,11,12,328,153,25,2,5,36,44,0,1
201,1030,620,995,1425,13,371,18,0,0,0,2
6,374,674,275,2,5,2,95,451,217,0,2
75,3,1143,3656,249,2,83,0,0,0,0,0
6,94,63,48,19,307,5077,9,2914,999,0,2
80,11,12,328,146,147,44,0,0,0,0,1
63,134,5078,5079,680,2,322,9,2,0,0,1
4,14,477,23,73,909,13,194,24,1369,1621,1
22,47,474,2,5,21,3,324,273,1622,10,0
13,59,214,62,243,445,167,215,213,24,2915,0
16,2425,2,5,294,422,290,2916,58,9,4,1
245,34,3,1666,2,87,1831,176,1021,2,405,0
23,810,2818,13,59,201,0,0,0,0,0,2
1073,1981,19,1395,5080,650,3657,0,0,0,0,0
4,14,578,3658,3659,115,3660,0,0,0,0,1
180,77,184,6,508,1956,76,1557,366,13,21,2
18,103,1340,474,913,407,201,308,0,0,0,2
165,475,5081,5082,423,639,751,2,40,0,0,1
312,2,9,5083,1044,920,18,660,661,0,0,0
2856,2917,678,9,3,333,770,220,255,103,0,0
241,471,1072,30,78,128,79,0,0,0,0,0
3,1337,2,31,276,1462,2,0,0,0,0,0
15,3661,60,568,46,5084,5085,111,0,0,0,2
137,2,5,43,440,492,2061,234,0,0,0,0
4,60,105,290,249,36,2,83,220,49,282,1
1684,1929,312,23,971,555,1056,232,0,0,0,2
80,11,12,129,15,2,5,36,44,0,0,1
287,2,9,1256,5086,16,2426,934,81,2641,0,2
1261,2427,3347,136,46,2,83,0,0,0,0,2
2020,2094,238,3662,32,605,20,3,8,0,0,0
387,62,715,9,13,297,24,2637,3663,0,0,0
6,97,2428,2,15,10,55,16,532,1049,217,2
550,1029,33,289,2,0,0,0,0,0,0,1
3664,797,1127,260,90,5087,43,5088,3,8,0,0
30,363,3,51,2,5,222,799,221,7,78,0
723,237,4,5089,1023,559,5090,115,0,0,0,1
3,69,598,17,2095,2,96,581,0,0,0,0
17,9,76,121,3,60,1832,16,2,83,149,0
410,462,23,5091,433,377,279,0,0,0,0,0
122,52,367,1366,2,31,2,83,0,0,0,2
6,341,827,39,610,2,5,2,0,0,0,2
10,16,938,417,1291,572,840,129,257,370,72,0
135,252,25,2,5,1341,2,0,0,0,0,0
426,2429,143,2,1824,0,0,0,0,0,0,0
901,651,340,108,3,502,0,0,0,0,0,0
3,117,742,38,5092,5093,131,0,0,0,0,0
154,2096,1833,968,129,1677,2430,156,2918,1834,0,2
49,321,2,9,973,1369,481,634,0,0,0,2
116,79,209,281,714,1991,1835,1748,0,0,0,1
2020,2726,869,853,3665,3,167,0,0,0,0,0
174,4,2431,5094,1377,1099,0,0,0,0,0,1
3,164,17,119,2432,985,2,87,0,0,0,0
666,241,2,93,2913,21,15,5095,3666,206,644,0
394,191,348,932,54,1229,17,365,5097,2903,21,2
223,44,80,11,12,1200,206,2,5,0,0,1
3,354,2,40,2,0,0,0,0,0,0,0
71,1904,76,121,35,2,73,294,2,0,0,0
2,9,2919,3667,105,685,540,24,13,214,0,1
3,8,164,17,119,1774,2,82,0,0,0,0
6,181,2,23,227,20,230,872,0,0,0,2
3668,541,903,2920,3,382,5098,671,449,0,0,0
53,295,1836,266,628,64,85,0,0,0,0,0
16,3669,118,5099,1714,317,2001,20,9,127,0,0
577,9,60,113,21,81,214,0,0,0,0,1
1206,268,1127,636,17,473,3,0,0,0,0,0
3,8,102,70,38,20,1378,96,789,848,0,0
4,295,185,965,203,1106,3670,0,0,0,0,1
414,33,70,219,631,0,0,0,0,0,0,1
6,192,5100,1005,534,1230,0,0,0,0,0,2
37,471,137,3,5101,692,553,27,34,0,0,0
5102,5103,754,1837,3671,257,2790,5104,0,0,0,0
19,3672,3673,876,5105,1793,42,7,238,0,0,0
6,259,198,2,5,217,221,0,0,0,0,2
4,1623,170,760,2,601,204,33,0,0,0,1
3,8,51,2,5,25,22,35,3674,9,7,0
961,22,5106,754,3,0,0,0,0,0,0,0
19,2848,2,3332,22,2921,0,0,0,0,0,0
53,3,2221,72,332,28,56,0,0,0,0,0
2433,11,3450,256,1923,316,2,5107,757,0,0,1
3,8,51,2,5,174,1053,952,53,0,0,0
3,69,107,163,17,96,5108,1964,0,0,0,0
3,8,2434,5109,691,412,687,0,0,0,0,0
4,14,118,268,615,1402,178,292,0,0,0,1
3,138,27,2,5,1958,99,25,124,2,5,0
118,95,983,17,61,3,454,0,0,0,0,0
2922,7,952,112,1818,3,0,0,0,0,0,0
3,295,185,17,516,96,581,0,0,0,0,0
1138,2097,2094,19,5110,2923,5111,1249,0,0,0,1
10,153,25,567,1525,20,1747,1665,0,0,0,1
2435,2,5112,3675,35,5113,1278,7,576,0,0,0
3,8,597,2,5,255,49,282,5114,807,5115,0
3,8,436,1231,1009,3676,5116,775,0,0,0,0
1299,2436,4,14,2335,2924,20,115,33,0,0,1
5117,237,310,5118,771,3,656,5119,2,471,0,0
88,174,736,318,90,23,18,3,8,45,185,0
5122,2438,2716,499,327,251,1198,0,0,0,0,0
88,3,8,369,443,18,2098,2099,5123,1922,98,0
3,74,28,27,66,2,5,218,274,0,0,0
3678,70,195,5124,1838,1116,56,1988,0,0,0,0
535,657,2202,433,46,19,136,2,207,470,0,2
1839,1211,177,2371,4,978,0,0,0,0,0,1
16,123,569,3,3354,17,454,0,0,0,0,0
174,736,443,1099,2439,1589,2815,448,1014,1449,1136,2
3,74,34,2,5,66,95,27,0,0,0,0
154,1791,1606,140,943,142,3640,2204,0,0,0,2
10,117,567,1622,139,508,3,254,0,0,0,0
3,8,17,91,289,2,29,2,2,0,0,0
248,357,2100,23,20,17,66,3,0,0,0,0
3,8,1144,52,2,207,2,29,15,22,759,0
4,479,2,190,118,3679,0,0,0,0,0,1
3,808,270,39,5125,755,43,0,0,0,0,0
4,1074,30,860,1810,635,240,2,40,679,99,1
278,871,62,556,174,348,6,508,448,13,59,2
1067,3,1129,637,404,3550,330,181,2,29,801,0
1325,200,2,9,105,13,176,210,0,0,0,2
10,3680,25,1096,2101,159,970,0,0,0,0,0
3,114,953,2,302,2887,2,29,1840,2,0,0
10,92,15,16,338,644,462,1232,336,47,2,0
795,874,2,156,9,13,297,24,844,0,0,2
5126,458,33,156,5127,0,0,0,0,0,0,1
78,298,17,263,472,1463,2,29,801,0,0,0
4,14,357,599,178,1285,1286,292,0,0,0,1
10,324,15,938,211,438,243,694,0,0,0,0
46,2925,188,1056,2,31,1590,0,0,0,0,2
10,45,15,2,5,2,110,0,0,0,0,0
15,5128,245,93,626,2926,341,42,5129,27,0,0
3,146,15,16,1283,2880,27,0,0,0,0,0
11,12,1074,1732,206,51,2,5,44,0,0,1
892,783,626,73,159,401,1263,5130,3681,0,0,2
1054,1727,2329,591,1624,3,0,0,0,0,0,0
1288,1075,3682,5131,7,75,6,97,0,0,0,2
3,295,185,17,168,3467,3468,3469,2,82,0,0
10,2927,727,811,45,15,621,6,26,3,1119,0
4,70,579,2,31,227,268,169,0,0,0,1
707,62,733,3,5132,285,5133,50,32,0,0,0
143,325,5134,251,3683,702,1342,0,0,0,0,0
4,2369,2928,1464,845,5135,102,0,0,0,0,1
3,8,1465,735,950,5136,1458,330,7,5137,0,0
3684,283,869,853,1177,5138,33,0,0,0,0,1
1197,1755,3685,164,3686,302,2,40,0,0,0,2
3,8,1157,238,1341,1443,412,16,735,2929,0,0
670,68,740,3,592,390,461,0,0,0,0,0
18,1044,920,660,661,242,24,9,2684,863,0,0
76,121,1031,18,5139,2,347,0,0,0,0,0
3,166,186,76,121,5140,112,0,0,0,0,0
876,884,5141,1466,30,285,308,0,0,0,0,0
3,134,5142,743,0,0,0,0,0,0,0,0
513,33,1621,2,162,38,1467,4,170,0,0,1
112,1841,752,2,2,5143,5144,7,3,0,0,0
343,388,70,3687,2440,532,3,2280,42,0,0,0
6,199,321,2,322,1321,444,176,0,0,0,1
277,2930,216,171,447,978,42,0,0,0,0,1
48,804,92,2857,1288,3688,3689,2,1824,0,0,2
122,418,52,425,2,5,346,2,31,0,0,2
1067,284,2441,748,58,119,43,3,251,914,0,0
4,14,2327,3690,498,9,123,72,332,81,84,1
6,74,61,335,1562,2,5,0,0,0,0,2
109,540,18,293,76,121,758,5145,220,1842,0,1
3,8,295,185,17,1765,2,40,0,0,0,0
396,2,3,764,3691,285,99,0,0,0,0,0
94,1279,939,3,498,2,9,140,0,0,0,0
116,79,3,8,410,462,1927,683,1136,0,0,0
49,874,2698,2699,512,206,13,3692,2,5,587,1
6,69,1779,1803,5146,5147,1541,1625,0,0,0,2
197,95,13,57,3693,5148,606,188,0,0,0,0
9,46,316,99,3694,686,341,2,358,0,0,2
3,187,2,40,193,189,0,0,0,0,0,0
4,259,38,2102,2931,1185,1233,0,0,0,0,1
4,981,2,31,5149,2,1468,1164,5150,0,0,1
315,379,1127,268,497,447,2932,3695,0,0,0,0
6,871,5151,648,1442,660,661,5152,0,0,0,2
4,14,28,342,148,405,128,608,1546,0,0,1
3,47,219,986,2,31,2,0,0,0,0,0
37,432,161,1339,416,1982,24,54,407,0,0,2
37,432,651,2,156,9,13,57,221,210,0,0
118,160,264,360,386,3696,2,29,4,14,1598,1
3,8,138,2,5,28,43,2354,409,218,179,0
10,564,141,153,16,2933,50,0,0,0,0,0
132,144,7,1303,4,106,946,2,5,2,5153,1
5154,269,615,2934,5155,1110,1231,4,0,0,0,1
197,504,2,9,13,59,1726,588,1316,3697,0,1
4,73,25,90,32,1057,36,827,0,0,0,1
5156,5157,403,84,4,0,0,0,0,0,0,1
516,257,46,3698,2,5,111,350,0,0,0,2
4,5158,1216,149,84,0,0,0,0,0,0,1
402,27,35,480,996,2204,19,884,5159,612,0,0
27,45,21,461,2875,34,93,129,15,7,78,0
11,12,45,273,36,171,44,0,0,0,0,1
1066,382,75,3,903,1011,42,0,0,0,0,0
485,447,1107,4,1616,785,3457,13,57,21,0,1
3,8,977,5160,5161,241,100,17,813,0,0,0
6,26,173,2073,18,2,2,23,0,0,0,2
571,817,1110,99,128,427,9,19,0,0,0,0
10,309,2442,141,16,1468,2262,294,145,1780,254,2
197,475,158,2078,13,57,59,24,156,9,1828,0
46,919,2935,1192,704,1551,0,0,0,0,0,2
4,250,254,1740,2936,2761,1746,86,0,0,0,1
4,14,448,1014,572,840,116,0,0,0,0,1
2937,9,391,15,129,1070,21,294,2,0,0,0
24,2750,23,6,26,290,184,2314,227,1669,0,1
3,74,28,27,2,5,66,0,0,0,0,0
402,50,1957,2,2443,0,0,0,0,0,0,2
3,518,20,805,150,907,0,0,0,0,0,0
154,429,275,3699,499,2,5,2,253,0,0,0
3,206,259,104,125,15,22,0,0,0,0,0
1312,29,259,911,5162,136,2103,46,489,0,0,2
180,77,184,23,122,13,0,0,0,0,0,2
10,15,2,5,9,4,254,2,5,0,0,1
18,3,35,3700,257,501,149,535,657,0,0,0
3701,256,7,1121,1192,205,400,56,0,0,0,0
4,1626,1152,5163,115,81,2104,3702,0,0,0,1
4,14,357,3703,233,170,819,240,30,11,0,1
116,79,209,281,4,14,103,288,49,899,0,1
6,5164,2,82,1005,83,128,1498,0,0,0,2
678,23,3704,6,2938,48,0,0,0,0,0,2
3,70,3364,1705,112,42,27,0,0,0,0,0
34,69,99,1448,15,7,662,630,0,0,0,0
223,5165,3705,1611,1627,96,1691,5166,3706,2444,0,0
1120,58,9,3,372,108,2,5,0,0,0,0
116,79,48,19,366,2226,4,0,0,0,0,1
555,1320,24,642,88,1987,606,188,0,0,0,2
2939,46,5167,5168,5169,5170,377,251,1198,0,0,2
136,21,6,26,556,1955,2445,3707,0,0,0,2
1843,4,820,864,64,846,399,0,0,0,0,1
172,2846,360,2074,5171,100,46,0,0,0,0,2
3,192,1339,136,2,179,0,0,0,0,0,0
315,379,37,112,1841,847,60,5172,0,0,0,0
1417,1844,35,1396,48,19,7,50,0,0,0,0
157,55,619,76,1557,48,194,4,215,213,0,1
214,161,3708,228,299,508,13,59,1845,0,0,1
3,8,65,338,1060,27,34,0,0,0,0,0
1846,3,309,2,31,90,32,16,1743,34,0,0
3,65,5173,2940,365,226,2941,1099,0,0,0,0
6,5174,32,3709,136,1411,839,744,113,23,0,2
3,138,28,27,2,5,34,2,5,0,0,0
1609,3,378,710,898,43,2,0,0,0,0,0
4,181,2,31,18,0,0,0,0,0,0,1
3,5175,284,392,926,185,17,96,168,5176,0,0
1623,170,782,360,1274,75,4,7,5177,0,0,1
4,114,1018,1245,91,688,323,7,665,0,0,1
2446,187,1445,2,40,184,2447,1102,0,0,0,2
795,296,58,122,418,635,557,147,0,0,0,2
71,11,12,726,895,19,2304,171,88,0,0,1
3,68,34,2,5,27,2,5,716,47,0,0
4,47,2,5,10,474,2,5,55,1807,135,1
1287,1337,2,82,91,558,5178,3,0,0,0,0
4,14,68,90,23,18,2,31,0,0,0,1
3,1847,1469,1228,5179,409,904,0,0,0,0,0
248,357,2100,430,152,1383,2942,1620,0,0,0,0
6,1436,2,190,37,5180,444,607,0,0,0,2
4,95,455,11,2,7,105,219,2448,537,710,1
593,704,947,539,5181,72,332,0,0,0,0,0
4,192,106,946,1553,2,7,89,0,0,0,1
1142,527,528,2943,1494,16,317,115,0,0,0,1
4,14,821,954,517,206,346,68,182,133,457,1
3,68,27,2,5,218,303,34,225,0,0,0
3,295,38,3710,119,1628,1105,0,0,0,0,0
10,141,2,5,139,215,213,336,47,2,5,0
10,820,25,273,2,5,619,0,0,0,0,0
3,62,733,969,136,101,744,123,9,0,0,0
3,314,2944,580,3646,0,0,0,0,0,0,0
870,515,152,18,303,1629,2,5,0,0,0,2
230,3711,3712,58,2,40,9,4,0,0,0,1
3,8,32,67,505,1470,9,254,0,0,0,0
387,874,231,13,18,145,24,1369,0,0,0,1
6,2306,2,624,2,176,169,35,5182,2,162,2
4,23,109,5183,151,7,49,282,0,0,0,1
76,121,4,5184,2,29,517,255,0,0,0,0
6,26,728,1424,304,79,609,9,2813,124,482,2
265,259,123,530,2,29,364,4,14,7,772,1
3,68,1076,77,2,29,2,162,0,0,0,0
3,782,17,108,1848,76,2,9,254,0,0,0
64,32,53,2362,5185,67,5186,2449,0,0,0,1
4,47,153,399,16,21,3713,0,0,0,0,1
3,45,2,266,3714,5187,5188,5189,0,0,0,0
4,62,75,102,1277,5190,1849,981,613,0,0,1
46,136,2,207,202,955,1516,153,459,111,2,2
388,313,129,1469,414,861,331,33,0,0,0,1
11,12,206,5191,16,1994,4,0,0,0,0,1
6,199,62,1107,4,13,301,2,0,0,0,1
4,23,548,32,149,5192,9,0,0,0,0,1
165,3549,2,862,1009,659,0,0,0,0,0,1
3,413,742,53,225,196,0,0,0,0,0,0
1534,885,5193,28,93,423,1980,526,812,0,0,0
9,4,254,16,62,75,0,0,0,0,0,1
24,577,9,113,84,2945,105,1103,649,347,0,2
10,45,25,2,5,2,110,0,0,0,0,1
6,5194,156,855,863,7,1728,0,0,0,0,2
312,23,48,2312,58,18,2026,6,26,0,0,2
157,55,1597,620,209,3,5195,0,0,0,0,0
1120,68,61,335,4,0,0,0,0,0,0,1
6,97,15,2,5,52,367,916,83,0,0,2
3,70,1078,76,92,747,186,0,0,0,0,0
3,7,2105,5196,123,76,0,0,0,0,0,0
10,45,15,2,5,2,110,0,0,0,0,0
310,92,54,3715,100,152,718,152,930,3,0,0
641,1471,3,8,202,2106,1180,2946,358,0,0,0
4,14,212,3464,3716,11,12,0,0,0,0,1
132,144,9,4,1630,594,2450,0,0,0,0,1
172,192,861,94,5197,5198,1729,3391,1002,0,0,2
2012,1326,4,106,2,82,2451,3717,33,0,0,1
2645,2210,856,2947,12,886,3718,664,3719,652,1631,1
3,405,128,2266,2107,0,0,0,0,0,0,0
191,3,8,202,2108,54,89,16,1247,3720,0,0
10,324,461,909,864,277,393,573,369,1343,0,0
1126,695,258,270,2,3,0,0,0,0,0,0
553,34,51,2,5,16,137,326,2,5,27,0
524,60,2109,218,2452,2,24,987,0,0,0,2
10,820,25,399,0,0,0,0,0,0,0,0
3,65,790,2,320,808,150,1390,0,0,0,0
278,62,375,383,13,57,59,0,0,0,0,1
2,9,113,105,685,540,158,2,5,124,234,0
452,3,5199,2932,35,1365,219,986,0,0,0,0
27,47,2,5,34,2,5,66,241,0,0,0
10,45,25,2,5,2,110,0,0,0,0,1
76,121,357,2453,1335,3424,927,0,0,0,0,0
152,75,4,651,5200,1569,5201,414,33,0,0,1
6,26,314,627,1772,1954,2021,2319,3499,2021,0,2
195,268,1257,99,16,285,2454,542,151,0,0,0
3,126,168,2778,1171,1100,284,392,2441,203,0,0
3,74,28,27,2,5,66,0,0,0,0,0
76,121,187,2,40,167,0,0,0,0,0,0
4,14,164,17,61,1344,0,0,0,0,0,1
6,65,205,1472,1850,1151,500,3721,0,0,0,2
5202,78,5203,1511,647,589,2,162,0,0,0,0
6,1153,441,1851,117,55,261,24,773,0,0,2
88,3,8,318,18,354,393,573,138,473,619,0
1462,276,2055,60,2110,9,18,7,6,0,0,2
660,5204,353,1103,708,2455,3722,228,23,1368,13,1
4,161,334,178,668,2,1824,0,0,0,0,1
1126,204,33,5205,2,3723,2901,2236,0,0,0,1
3,65,205,2,5,28,27,66,0,0,0,0
712,833,2,9,113,105,685,373,2,5,81,1
1039,822,2777,7,238,20,406,845,3626,0,0,2
3,70,823,112,18,0,0,0,0,0,0,0
41,173,416,13,301,2,308,0,0,0,0,1
24,488,9,41,1367,21,0,0,0,0,0,1
311,2,3724,6,5206,1376,261,1187,0,0,0,2
5207,135,3,47,27,93,51,885,0,0,0,0
4,1246,2,29,1282,894,11,260,155,893,0,1
6,97,627,48,675,1170,1434,567,500,5208,410,2
2334,719,2780,3546,805,1295,384,7,3,0,0,0
43,440,372,2,2323,34,390,646,2,208,7,0
1383,1218,360,165,764,188,1705,100,3726,704,0,1
165,372,2,5,32,478,1234,2,99,16,311,1
3,8,1933,554,157,993,5209,0,0,0,0,0
214,228,348,127,416,21,2383,299,810,2111,0,1
3,69,17,91,3727,2,5,710,523,752,0,0
230,698,401,58,2,40,9,4,0,0,0,1
10,47,37,2948,11,12,16,788,1586,99,0,1
310,39,861,331,1632,1196,9,3,8,7,465,0
37,107,193,189,850,798,687,0,0,0,0,0
3,814,17,108,168,1203,1091,151,0,0,0,0
3728,155,157,37,5210,0,0,0,0,0,0,1
4,543,2817,3729,1852,2249,668,0,0,0,0,1
1325,228,2385,416,21,16,13,1065,10,0,0,2
10,211,438,369,206,21,1315,3730,375,721,2112,2
879,318,13,347,4,383,435,448,2949,0,0,1
3,68,34,2,5,150,218,303,27,47,2,0
6,37,304,3731,1806,62,2950,964,2,253,0,2
9,4,202,5211,5212,7,63,888,0,0,0,1
4,14,358,2,2,98,1721,23,145,0,0,1
408,1365,249,1583,1312,29,67,38,3,445,0,0
177,32,3732,54,89,4,0,0,0,0,0,1
4,5213,2,2,155,1154,5214,170,0,0,0,1
723,925,2,31,1853,331,3585,79,5215,0,0,0
140,5216,114,2,3733,216,756,19,0,0,0,1
41,62,263,9,13,57,59,0,0,0,0,2
93,25,538,799,159,205,27,938,22,0,0,0
11,12,51,86,28,3433,779,5217,1917,835,0,1
3,1723,5218,1138,23,248,100,17,66,0,0,0
3,8,164,17,168,3511,1505,994,2305,0,0,0
3,1854,374,34,2,5,2,320,0,0,0,0
2446,2447,6,187,1445,2,82,0,0,0,0,2
56,2070,5219,143,1855,323,0,0,0,0,0,0
177,453,136,140,22,43,81,6,199,0,0,0
434,476,2374,3570,820,5220,193,189,798,2756,717,0
3,2456,262,2457,149,132,144,0,0,0,0,0
102,636,421,186,76,121,0,0,0,0,0,0
4,114,3734,2,29,1467,33,2,7,226,0,1
3,47,16,50,5221,280,5222,0,0,0,0,0
24,23,866,21,81,1308,943,0,0,0,0,1
3,8,2458,958,2,82,1296,30,152,150,330,0
6,764,169,2,87,266,111,0,0,0,0,2
23,224,271,5223,4,896,98,0,0,0,0,1
6,871,314,591,1568,5224,2937,131,0,0,0,2
386,160,3735,589,320,3736,100,4,33,0,0,1
10,45,25,2,5,684,75,48,19,0,0,1
284,392,648,36,25,0,0,0,0,0,0,0
3,1542,25,23,234,35,1000,1856,2,5,7,0
3,8,295,185,473,284,17,168,696,0,0,0
4,14,1017,67,2932,268,599,115,0,0,0,1
490,1145,15,227,60,1857,381,251,6,26,535,2
4,14,30,3737,245,3738,149,535,0,0,0,1
4,75,7,101,543,35,2062,1490,0,0,0,1
102,6,97,70,54,239,337,9,0,0,0,2
4,353,1450,53,1503,1809,3739,1126,0,0,0,1
3,8,192,2951,191,1633,750,242,0,0,0,0
136,21,6,26,63,291,1600,385,0,0,0,2
4,67,240,30,3740,439,710,668,0,0,0,1
210,2,322,9,18,229,179,81,214,0,0,1
37,112,196,496,1311,2,7,1138,195,0,0,0
211,354,2,207,30,47,2,5,0,0,0,0
157,55,2113,4,14,2952,247,675,0,0,0,1
4,69,1186,1902,893,527,528,0,0,0,0,1
3,8,187,340,997,91,168,208,180,0,0,0
3,697,266,43,409,68,42,0,0,0,0,0
3,173,321,2,5225,239,2,82,775,0,0,0
2,9,1367,151,176,81,197,0,0,0,0,0
593,302,202,610,1736,2953,2,7,6,199,0,2
6,97,192,1493,497,5226,113,5227,9,0,0,2
4,518,137,61,1210,230,3711,2245,0,0,0,1
4,2043,3741,1050,101,321,77,5228,0,0,0,1
3,758,1183,373,18,220,41,77,0,0,0,0
3,8,181,2,31,18,267,0,0,0,0,0
4,14,60,2954,38,2,31,33,7,1209,0,1
388,70,386,636,17,2955,327,64,85,0,0,0
271,3742,2702,5229,1437,1265,7,2459,0,0,0,1
793,618,5230,1852,4,122,5231,135,0,0,0,1
6,1070,305,1634,1635,23,35,1284,2,5,7,2
571,374,19,5232,407,9,481,634,0,0,0,0
879,318,13,422,2295,508,5233,0,0,0,0,1
2676,262,2956,5234,202,2957,46,0,0,0,0,2
11,12,142,349,2,5,36,171,44,0,0,1
6,26,65,1267,1685,1368,3333,2666,3334,0,0,2
3,1473,1524,340,38,1400,724,0,0,0,0,0
4,442,730,1273,559,155,0,0,0,0,0,1
3,63,68,23,1235,1294,818,285,0,0,0,0
24,2,844,13,9,49,282,308,0,0,0,1
387,768,2460,13,371,221,5235,262,1791,159,0,0
2886,22,481,634,5236,3743,831,351,305,0,0,0
180,77,62,6,5237,539,1535,13,279,0,0,0
41,62,2909,2958,6,1179,37,13,301,1008,59,2
576,1201,3,8,383,701,956,666,32,0,0,0
409,5238,895,5239,42,93,100,15,423,21,0,0
24,23,57,21,2,98,0,0,0,0,0,1
6,26,192,1704,120,2,624,584,232,0,0,2
3,1363,17,96,581,284,392,2461,2,40,0,0
6,220,2462,2,5,247,675,221,0,0,0,2
4,14,9,254,16,52,128,346,98,1659,110,1
386,476,237,735,3744,3,333,1073,0,0,0,0
9,973,959,3745,481,634,296,571,0,0,0,2
32,126,5240,259,490,5241,0,0,0,0,0,2
4,249,81,83,5242,865,55,2,0,0,0,1
118,95,1132,2,40,152,75,3,0,0,0,0
118,631,160,264,5243,2,29,4,0,0,0,1
30,22,64,85,510,580,615,1764,85,7,78,0
122,947,4,24,700,84,13,18,297,0,0,1
78,117,130,38,3,20,647,2959,0,0,0,0
30,22,3,19,286,2,5,2,83,0,0,0
4,114,229,2,31,2,0,0,0,0,0,1
3,8,137,18,3746,159,2463,7,535,657,0,0
2012,7,1274,5244,1073,424,0,0,0,0,0,1
1345,230,95,13,3319,279,16,1015,10,0,0,1
4,14,52,367,2027,751,2,29,15,11,12,1
4,264,823,998,5245,20,1467,397,0,0,0,1
4,45,15,2,5,405,681,1381,536,311,18,1
122,35,1283,444,589,253,533,2960,1006,2783,0,2
6,1129,130,2,29,5246,1315,97,0,0,0,2
1110,5247,325,2416,53,20,143,0,0,0,0,0
576,1201,994,2305,284,392,643,919,71,96,3,0
3,69,107,163,17,108,637,1125,0,0,0,0
3,8,126,1674,616,1788,203,0,0,0,0,0
3,138,34,2,5,27,2,5,66,0,0,0
10,252,25,2,5,2,110,0,0,0,0,1
3,39,439,28,27,2,5,66,0,0,0,0
3,70,1215,3691,1391,140,2705,0,0,0,0,0
3,114,123,108,127,421,2,7,89,0,0,0
10,1297,1977,47,909,277,4,14,51,2,5,1
1858,1172,492,3747,784,196,7,665,0,0,0,0
6,138,61,1851,2,5,0,0,0,0,0,2
177,568,9,988,271,84,81,41,0,0,0,1
10,45,5248,139,273,2,5,76,121,1130,148,0
2227,54,89,5249,9,3,391,15,158,2,5,0
3,1050,17,2,472,180,175,2272,967,0,0,0
3,47,27,16,2,320,73,90,294,179,3748,0
10,45,15,2,5,2,110,0,0,0,0,0
3,192,1077,1009,606,188,0,0,0,0,0,0
712,833,2,9,113,105,685,373,2,5,81,0
408,37,671,43,2230,203,563,60,1049,1208,0,0
3,8,70,17,61,168,917,2464,2386,0,0,0
3,8,310,5250,130,16,505,359,244,0,0,0
590,2465,3749,1236,1233,331,165,0,0,0,0,1
3,69,586,1435,1384,2961,1682,404,0,0,0,0
1135,474,6,41,2212,3750,5251,3751,957,32,377,2
3,474,2,31,111,1151,585,0,0,0,0,0
6,65,1087,2,190,131,0,0,0,0,0,2
3,74,42,34,27,2,5,66,0,0,0,0
197,134,307,1595,16,13,57,371,3752,10,0,1
186,2309,2310,60,5252,265,123,108,3,7,713,0
3,7,53,109,394,1225,505,359,244,0,0,0
120,22,128,2,31,522,363,405,3,0,0,0
3,70,845,75,102,551,0,0,0,0,0,0
4,23,380,873,1057,15,5253,58,7,49,0,1
4,614,178,900,1401,240,30,1716,7,41,0,1
3,49,317,1512,1092,9,0,0,0,0,0,0
3,518,1488,5254,22,64,85,96,0,0,0,0
4,1246,1296,2466,3753,233,5255,2,162,900,0,1
109,540,22,543,678,3,8,251,98,0,0,0
28,27,60,1907,589,320,1259,25,90,22,114,0
53,192,2114,5256,5257,28,196,0,0,0,0,0
4,14,921,103,74,61,335,101,0,0,0,1
3,8,2467,196,84,632,817,5258,675,2962,3754,0
1017,1174,2115,384,1193,204,4,33,0,0,0,1
3,67,98,3755,355,9,16,50,2258,89,0,0
454,181,639,2,40,1574,2,40,1003,172,0,0
1138,2097,7,1769,115,2643,256,616,1788,0,0,1
655,475,13,18,200,2,9,2963,221,0,0,2
287,2,79,5259,384,2,81,5260,5261,0,0,1
6,26,200,2468,2860,1728,412,48,0,0,0,2
48,804,70,889,61,6,26,41,0,0,0,2
312,3,5262,1602,5263,98,32,0,0,0,0,0
109,2469,15,22,952,112,3,678,211,7,132,0
3,5264,2,31,79,5265,2,0,0,0,0,0
3,8,261,466,35,105,946,3756,7,535,657,0
177,1268,43,47,28,1455,2,1276,2964,7,78,0
23,122,290,403,873,2965,540,6,7,300,0,2
4,14,1782,3757,1851,3758,116,0,0,0,0,1
197,318,13,59,122,3,416,0,0,0,0,0
745,160,203,109,64,85,2966,71,1391,564,0,0
235,511,51,2,5,16,186,6,26,161,48,2
1346,6,26,3759,3760,2967,2968,174,0,0,0,2
3,353,2,1115,38,788,23,824,131,0,0,0
41,228,3761,366,13,18,221,0,0,0,0,2
4,7,298,1010,439,559,178,16,58,2470,0,1
3,8,164,17,5266,1492,894,2,2,0,0,0
235,511,2,48,1859,16,23,1055,2,5,294,2
11,12,142,37,1028,36,44,0,0,0,0,1
