0,1,2,3,4,5,6,7,8,9,10,11
3,2963,2,27,3371,125,181,214,0,0,0,1
2278,2,2649,136,8,5,355,3972,4870,0,0,2
7,61,74,104,2363,1367,2,0,0,0,0,3
345,187,618,1672,1416,23,859,860,226,0,0,2
5,680,2005,4871,55,400,763,764,0,0,0,2
3,49,165,170,69,639,310,1383,0,0,0,1
2612,6549,210,463,341,51,2,4,2,6550,226,0
3,222,218,2364,317,880,626,488,0,0,0,1
184,689,40,227,16,120,435,0,0,0,0,0
4830,558,1096,2934,527,1844,48,6551,924,0,0,0
1293,970,1856,926,6552,1434,0,0,0,0,0,2
90,773,774,1934,2,4,370,6,616,972,0,0
414,887,25,2,127,1457,11,2,4,3973,1384,2
680,2,73,1160,1694,4872,13,159,0,0,0,0
10,35,12,2,4,2,87,0,0,0,0,1
2163,72,612,2,74,946,1236,69,639,2,159,1
3,4739,2964,16,1989,69,6553,1929,6,93,0,1
1037,2538,6,2365,197,3372,323,463,1857,0,0,2
38,26,375,389,194,459,236,3,84,876,2,1
28,195,11,978,103,57,76,0,0,0,0,0
7,72,2845,1512,6554,4873,1835,924,0,0,0,3
773,774,53,134,543,606,2,337,0,0,0,0
5,530,298,372,628,369,28,882,0,0,0,2
152,3373,3974,1089,16,5,14,645,849,38,163,2
3,91,37,42,473,47,1385,0,0,0,0,1
3960,3975,2653,966,3,3976,2366,9,2279,0,0,1
4874,677,5,53,2367,851,4875,745,1858,0,0,2
3,403,44,612,931,310,139,0,0,0,0,1
446,66,2,4,119,1241,2006,958,0,0,0,0
57,116,426,355,2654,33,137,0,0,0,0,0
385,235,685,2,4,45,14,3374,16,738,541,0
528,512,717,534,90,2,2,4,0,0,0,0
10,35,12,2,4,364,2,73,87,0,0,1
15,18,142,2,4,1484,833,24,57,0,0,2
3,9,21,117,235,2,20,2,2,0,0,1
28,35,11,2,4,2,2616,249,0,0,0,0
10,63,2,4,1255,210,200,820,36,204,804,3
662,4876,43,239,2250,1462,0,0,0,0,0,0
10,61,11,194,2,4,778,78,0,0,0,2
373,85,113,656,258,757,17,77,0,0,0,0
36,280,30,6555,120,1808,14,198,249,6,7,3
3,206,21,143,170,4633,3977,0,0,0,0,1
25,5,19,1457,343,963,2007,48,1582,202,51,2
15,18,60,311,2,4,45,213,68,0,0,2
3,9,1408,509,165,2008,75,156,589,0,0,1
836,454,1859,5,3978,1277,2876,18,2271,0,0,2
3,9,761,164,21,858,323,648,1012,0,0,1
1170,137,60,601,2,127,176,0,0,0,0,0
6556,457,2965,499,761,3320,6557,0,0,0,0,0
7,41,108,636,121,440,32,1219,666,503,0,3
184,392,517,6558,6559,1116,586,7,50,0,0,3
5,1109,165,8,7,136,296,0,0,0,0,3
8,404,451,40,199,5,433,11,2,4,0,2
3,6,3375,6560,380,965,16,21,2,4,2655,1
3216,6561,3222,326,479,3979,3980,1095,0,0,0,1
101,947,269,376,1605,2,27,5,0,0,0,2
94,1734,4877,585,2,22,464,1148,149,0,0,0
1026,1695,21,532,26,2,27,0,0,0,0,2
3,86,2966,2115,2,20,2,550,0,0,0,1
6562,4878,45,438,2,1242,2,721,0,0,0,2
1119,531,3,1281,199,3954,799,398,0,0,0,1
144,79,343,963,5,1108,286,0,0,0,0,2
204,804,258,757,8,1735,40,199,2,0,0,3
3,9,155,143,2,4,2368,2,22,0,0,1
851,55,593,2656,218,6563,0,0,0,0,0,2
525,85,480,8,17,283,14,1370,2,4,226,1
5,19,206,21,75,2140,1680,6564,0,0,0,2
1330,502,800,104,2657,111,2,27,0,0,0,0
5,19,25,2,20,766,12,2,4,477,690,2
26,250,290,53,134,129,138,2,6,864,0,0
38,89,122,430,138,2,716,702,470,47,0,1
495,211,48,21,1027,2,4,313,0,0,0,0
306,82,85,928,3,1860,17,80,0,0,0,1
2369,993,399,5,1299,0,0,0,0,0,0,2
2,8,134,1155,570,2,4,40,227,67,128,2
28,11,2,4,35,521,2,0,0,0,0,0
3,9,91,37,69,737,2,4,0,0,0,1
1159,82,397,2,8,283,0,0,0,0,0,3
3,9,812,3376,32,823,237,49,140,23,24,1
3,3377,58,2,4,227,42,2370,2,4,0,1
807,6565,1275,1064,6566,611,1923,0,0,0,0,0
54,2658,6,309,6567,0,0,0,0,0,0,0
8,32,44,508,50,82,178,270,0,0,0,2
542,15,18,13,30,134,346,178,194,2,114,2
3,9,34,1982,1861,283,97,1463,250,3981,0,1
7,41,66,135,103,16,119,419,0,0,0,3
3,433,465,10,12,26,2371,820,0,0,0,1
583,356,33,1295,193,2,272,0,0,0,0,1
2282,342,3982,3983,4879,3984,396,13,0,0,0,0
5,19,1464,2659,1144,1797,144,0,0,0,0,2
10,499,142,200,3378,0,0,0,0,0,0,3
54,192,110,391,1832,355,543,39,0,0,0,0
525,377,243,527,1145,17,77,337,0,0,0,1
710,3379,266,3985,3986,6,3987,0,0,0,0,0
52,191,3,49,3928,3988,1525,733,0,0,0,1
7,203,2,29,23,0,0,0,0,0,0,3
182,177,358,937,243,1167,2164,375,0,0,0,0
5,19,475,762,320,1677,1678,338,0,0,0,2
101,785,40,154,499,491,0,0,0,0,0,0
7,141,3989,136,75,1711,50,3990,165,0,0,3
94,1536,1634,2660,25,92,2,59,348,12,2,0
545,14,701,1009,8,278,2,4,48,1607,0,0
28,35,12,2,4,2,0,0,0,0,0,3
37,42,63,2,4,153,3380,710,100,330,2,1
5,19,53,4880,25,2,3381,1069,111,16,857,2
2372,7,6,2661,2967,826,1015,0,0,0,0,3
6568,3991,213,655,1036,2,127,105,39,0,0,0
76,8,296,732,855,1161,1736,12,25,7,41,3
3,677,6569,2,262,57,0,0,0,0,0,1
304,563,628,4881,2968,706,1537,53,6570,128,134,1
31,107,1712,389,88,690,0,0,0,0,0,0
1788,46,6571,6572,52,6573,2010,0,0,0,0,0
349,5,1300,1301,1225,37,15,18,0,0,0,2
36,204,60,232,25,92,2,4,2,0,0,0
54,3382,228,1821,2,114,6,36,1050,0,0,0
298,35,33,2,59,3992,2662,15,0,0,0,0
998,6574,780,31,2,4,1737,1386,2,4,0,0
3993,1793,55,1387,651,6575,1218,0,0,0,0,2
7,155,8,1223,0,0,0,0,0,0,0,3
32,179,3302,132,457,0,0,0,0,0,0,3
265,455,33,233,62,2011,3383,1123,104,0,0,0
3,116,317,75,740,2969,0,0,0,0,0,1
1428,3,9,39,278,194,2,4,14,627,31,1
1862,1634,1144,6576,939,52,1532,969,2663,3384,0,0
5,19,919,15,2664,6577,6,2099,0,0,0,2
10,1953,12,6578,200,958,824,444,0,0,0,1
7,36,4787,881,4882,188,1366,0,0,0,0,3
299,635,1243,3267,514,2,1238,0,0,0,0,2
525,403,238,1102,17,77,80,0,0,0,0,1
3,9,1145,2534,670,34,359,0,0,0,0,1
3994,4883,6579,1302,3,2665,171,882,0,0,0,1
5,142,2,4,849,38,524,37,15,0,0,2
156,1538,514,2,20,115,14,33,378,0,0,0
353,118,202,459,180,443,1369,0,0,0,0,0
3,9,848,51,355,2012,167,2573,2,2013,2,1
3,9,129,23,4884,171,2014,6,580,697,0,1
306,82,85,7,78,17,77,24,0,0,0,3
32,2,8,30,136,6581,2666,1083,0,0,0,1
5,3995,2,1105,604,55,349,3382,3385,2,20,2
3996,3997,46,492,943,36,13,0,0,0,0,0
90,39,30,6582,2,4,370,6,249,0,0,0
528,512,635,408,12,90,2,4,0,0,0,0
723,616,39,677,2970,262,6583,0,0,0,0,0
209,23,2015,8,1298,5,64,160,0,0,0,2
599,133,611,2373,2,4,178,161,0,0,0,0
7,148,61,2,1160,1465,3998,2165,531,6584,4885,3
391,100,54,2971,671,158,1965,2,146,0,0,0
300,412,1179,979,1793,2,4,283,2,0,0,0
7,41,1271,1500,34,2972,1457,827,8,2291,0,3
209,1863,1539,6585,10,499,61,724,147,11,0,1
209,833,898,98,15,18,968,2259,47,2,0,2
3,9,31,663,720,568,398,161,6,289,0,1
662,646,4886,898,6586,220,1499,0,0,0,0,0
3,1738,2,4,37,623,42,58,96,0,0,1
3,6,793,1588,37,81,0,0,0,0,0,1
3,72,146,248,21,328,2973,367,0,0,0,1
7,148,271,2,4,75,3999,1739,0,0,0,3
4887,371,2,22,379,6587,6588,0,0,0,0,0
2166,82,118,1219,17,23,176,0,0,0,0,2
2103,3826,66,135,103,16,119,419,0,0,0,0
1964,119,118,286,17,77,230,2,117,0,0,2
10,61,11,560,16,112,1240,0,0,0,0,0
6589,261,888,21,429,2,127,0,0,0,0,0
2521,504,3,155,75,6590,111,4888,2,0,0,1
539,132,437,613,6591,254,384,2,0,0,0,0
4000,388,1124,2016,791,2974,1383,0,0,0,0,1
4001,1579,1580,2667,6592,2668,16,55,237,1454,0,2
192,167,4889,908,6593,164,4002,0,0,0,0,0
427,530,2669,789,157,0,0,0,0,0,0,0
168,1286,6594,4890,2975,343,0,0,0,0,0,3
98,15,18,166,147,224,45,68,0,0,0,2
1635,45,213,68,15,18,11,2,4,0,0,2
5,19,45,2017,118,380,555,567,0,0,0,2
3,72,146,248,21,275,6595,288,606,0,0,1
98,374,331,201,4003,4004,60,12,2,4,0,0
43,280,601,1569,2,20,236,0,0,0,0,0
5,19,211,320,338,968,14,705,2,272,0,2
797,84,56,1740,4005,34,15,6596,0,0,0,2
338,57,33,168,137,2976,889,13,0,0,0,0
730,2312,132,169,2,87,270,236,0,0,0,0
780,31,46,305,1449,43,0,0,0,0,0,0
599,1180,232,90,2,2,4,520,2,4,0,0
301,173,267,1986,1333,104,531,1167,0,0,0,0
121,2167,140,1411,71,2,6,1951,2632,0,0,3
29,3,63,302,665,181,214,0,0,0,0,1
219,183,2374,2670,927,4006,8,278,365,410,0,0
10,61,11,2,73,87,3366,460,450,1418,142,2
294,2,336,4891,2891,322,8,0,0,0,0,0
4007,407,2977,38,6597,6598,0,0,0,0,0,0
5,19,45,2017,118,380,555,567,0,0,0,2
26,1148,12,394,864,145,876,664,510,4892,0,1
3,44,11,179,37,26,0,0,0,0,0,1
98,15,18,402,12,2,4,68,0,0,0,2
1094,4008,799,48,21,8,3,0,0,0,0,1
7,108,78,36,13,6599,1055,64,0,0,0,3
3,35,12,2,4,26,6600,2168,54,0,0,1
5,762,741,3289,2903,0,0,0,0,0,0,2
3,205,2,22,2,714,33,1379,2018,0,0,1
1635,2671,374,10,1793,170,820,5,19,63,2,2
3,6601,2,904,4893,2,2,0,0,0,0,1
184,574,158,3,2,0,0,0,0,0,0,1
5,19,467,878,32,823,237,49,140,23,24,2
341,131,6,626,128,112,0,0,0,0,0,0
1095,1070,1453,2,4,742,434,550,2,0,0,0
2638,30,6602,1170,172,0,0,0,0,0,0,3
76,5,19,422,111,29,23,1032,1777,371,334,2
2125,677,2978,4740,4009,387,3224,584,0,0,0,0
83,79,2569,17,4894,113,2,0,0,0,0,0
1010,1181,2,187,8,17,77,226,0,0,0,3
5,6,2979,763,764,6603,0,0,0,0,0,2
31,6,3,6604,2921,0,0,0,0,0,0,1
37,58,279,167,458,42,145,166,1359,24,0,1
3,1636,1303,29,1229,1510,39,0,0,0,0,1
3,72,44,146,21,97,2169,1383,0,0,0,1
3,91,2,4,37,42,96,0,0,0,0,1
1298,6605,168,137,83,480,8,65,397,136,0,2
42,3210,2,1816,4010,100,1388,1517,2119,0,0,1
6606,782,269,326,2375,3,0,0,0,0,0,1
102,47,7,121,810,179,4757,543,39,0,0,3
491,736,4011,44,1287,220,13,0,0,0,0,0
5,19,206,21,5,44,1721,1117,6607,2910,0,2
5,19,206,220,1438,2019,5,2020,0,0,0,2
10,61,180,11,2,4,28,63,2,0,0,2
7,41,86,405,202,2,4,2,666,84,2,3
1389,53,223,4012,4013,2,67,289,0,0,0,0
36,1466,2170,46,74,8,6608,115,0,0,0,0
641,1138,6609,6610,2162,2021,6611,47,2,0,0,0
98,15,18,356,227,311,68,0,0,0,0,2
7,148,118,232,2,4,28,2,2,0,0,3
4012,49,629,2,1502,2,1842,2,531,6,6612,0
6613,6614,8,431,1674,6615,186,65,0,0,0,2
10,1944,2,4,228,2376,2980,1071,868,3386,1508,2
2,8,814,11,28,67,108,0,0,0,0,2
1051,120,1689,8,3,0,0,0,0,0,0,1
3,84,335,56,883,4895,228,765,0,0,0,1
3,9,422,111,29,23,4014,0,0,0,0,1
1709,966,79,506,6616,2672,132,739,638,113,40,3
10,1953,2981,1450,2,73,87,778,7,41,0,3
258,738,541,8,233,53,3388,6,289,0,0,0
309,120,6617,352,507,1244,2,350,62,0,0,3
95,109,83,56,572,174,0,0,0,0,0,0
29,3,675,854,52,1742,0,0,0,0,0,1
322,781,83,2,1829,236,0,0,0,0,0,0
376,421,616,591,453,789,446,2508,0,0,0,2
3,582,1175,2673,193,4896,0,0,0,0,0,1
314,85,1211,94,151,17,176,0,0,0,0,1
2982,4897,2901,207,900,544,6,2529,0,0,0,0
679,4898,3389,2983,6,173,0,0,0,0,0,0
7,41,46,1072,2171,1864,4015,2984,4899,0,0,3
5,754,1603,363,901,1637,1537,338,0,0,0,2
3,9,86,37,623,58,2,4,2,96,0,1
70,5,6,49,1638,2022,640,0,0,0,0,2
3,9,72,146,248,165,143,1540,1304,2319,920,1
1467,49,1387,711,1583,158,50,515,0,0,0,2
616,669,561,793,5,459,0,0,0,0,0,2
537,182,177,392,274,817,0,0,0,0,0,0
709,785,1541,413,2,791,6618,125,40,227,0,1
587,712,1390,35,48,2377,2985,1743,2,59,0,0
50,608,1028,2,22,36,1050,6,1182,0,0,3
10,142,24,249,353,703,3226,0,0,0,0,1
3,9,66,21,75,6619,0,0,0,0,0,1
7,148,41,150,405,90,2,2,4,0,0,3
90,36,1050,110,1245,2,4,132,457,2,0,0
306,82,751,618,17,80,0,0,0,0,0,3
3390,1016,679,3391,2986,6620,0,0,0,0,0,3
409,98,15,18,402,311,2,4,68,0,0,2
89,1391,971,1357,700,678,689,0,0,0,0,2
274,3,9,4900,6621,2117,6,341,131,0,0,1
108,13,232,2,4,473,64,2,0,0,0,0
29,3,30,6622,160,179,6,65,0,0,0,1
168,1286,157,6623,164,100,7,343,0,0,0,3
243,552,203,103,16,315,336,0,0,0,0,0
28,72,180,12,34,392,1258,641,0,0,0,0
300,412,169,2,4,370,67,599,0,0,0,0
7,41,203,2,103,16,119,419,0,0,0,3
773,774,30,1728,1824,1845,1619,641,6,6624,0,0
3,301,750,3392,575,0,0,0,0,0,0,1
414,887,60,149,2,22,2,0,0,0,0,2
3,635,247,987,1353,2172,637,6,2173,0,0,1
17,8,7,285,628,2023,1073,359,798,153,0,2
728,1946,231,513,16,6625,2024,0,0,0,0,0
15,18,60,147,224,45,213,68,0,0,0,2
1183,291,243,527,212,1108,3,258,283,0,0,1
3,9,209,2980,1071,50,397,48,1468,8,141,1
14,724,1009,10,72,1469,390,2,73,87,0,0
10,35,11,2,4,2,87,916,183,0,0,0
318,115,371,1470,263,2346,45,1290,0,0,0,0
856,60,25,92,2,22,1305,0,0,0,0,0
3,86,58,2,4,0,0,0,0,0,0,1
36,280,49,1056,202,726,1306,32,895,2,3393,3
78,7,108,65,340,609,4016,344,2,0,0,3
3394,6626,1197,2116,474,443,902,0,0,0,0,0
42,58,968,458,279,14,444,3,96,0,0,1
36,13,440,25,92,2,20,348,12,2,4,0
15,18,60,11,2,4,45,213,68,0,0,2
10,3,9,433,444,47,6627,34,365,1091,0,1
1170,137,1198,2,27,159,0,0,0,0,0,0
1632,1779,2378,6628,81,6,829,0,0,0,0,1
5,1307,64,3395,23,244,1370,2,4,0,0,2
1471,504,1865,2674,162,71,269,902,1254,3396,0,0
101,487,303,269,118,1195,2,20,5,0,0,2
631,46,49,2878,37,2379,239,471,0,0,0,0
1292,20,719,187,444,15,18,161,0,0,0,2
7,41,1814,4901,3397,400,336,6,50,0,0,3
7,1153,6629,638,1709,859,860,6630,0,0,0,3
1207,150,2023,133,183,17,77,283,0,0,0,2
7,148,25,92,2,27,1074,64,364,652,0,3
3,455,101,2675,726,211,742,193,0,0,0,1
131,107,112,53,1367,486,24,690,0,0,0,0
641,2025,66,536,630,303,1056,164,0,0,0,0
10,14,44,701,1009,61,147,12,0,0,0,2
312,85,2155,767,2676,94,1536,1684,17,397,24,3
3,93,782,626,488,2380,1744,89,122,0,0,1
3,1866,178,3398,58,71,1243,494,2,88,0,1
456,49,2677,135,3399,1196,1437,0,0,0,0,0
4017,2026,13,6631,413,307,4902,0,0,0,0,0
102,47,123,3,535,13,693,1865,0,0,0,1
3,6,1016,1272,56,14,6632,31,0,0,0,1
251,974,908,2174,1485,2027,3,9,0,0,0,1
329,361,6633,546,14,964,33,16,750,0,0,0
152,1639,21,117,5,4018,1089,0,0,0,0,2
10,51,6634,2028,765,768,3,142,0,0,0,2
6635,6636,2260,6637,3,0,0,0,0,0,0,1
10,35,12,2,4,2,87,0,0,0,0,2
1433,335,240,37,42,210,152,4019,0,0,0,1
58,3,3400,2,2123,899,3900,350,4020,0,0,1
439,889,6638,326,25,6,3,9,14,627,31,1
10,61,465,311,32,1008,734,30,458,1830,0,1
376,288,207,972,564,299,5,1026,0,0,0,2
94,151,669,4903,708,6639,474,2029,0,0,0,0
116,814,23,270,94,151,863,4840,186,2678,0,2
1499,4021,1745,672,13,0,0,0,0,0,0,3
1616,1746,5,4904,867,16,801,355,349,273,0,2
7,41,439,469,23,25,29,6,93,0,0,3
255,118,220,991,2987,1676,3814,0,0,0,0,0
3,66,972,120,23,0,0,0,0,0,0,1
5,1125,74,2,27,99,1840,2,0,0,0,2
3401,6640,3897,220,137,6641,1542,0,0,0,0,1
305,4022,4905,6,100,33,989,0,0,0,0,0
438,2,8,1183,82,995,159,2954,0,0,0,2
1433,3402,30,4023,2679,602,6642,6643,0,0,0,3
3,9,53,3403,543,30,458,2,4,88,67,1
28,61,12,2,4,521,2,0,0,0,0,0
3,61,2095,16,56,81,2,87,13,0,0,1
1037,1999,1472,424,297,44,513,69,0,0,0,1
499,15,18,229,1640,175,2988,337,0,0,0,2
1330,6644,2159,2,73,262,0,0,0,0,0,0
3,6645,2989,1363,1364,116,2160,58,739,6,301,1
807,1841,1382,39,6,2030,6646,801,0,0,0,0
973,3404,575,14,1444,178,544,0,0,0,0,0
3,222,2,1493,1375,907,2027,52,159,0,0,1
2953,1952,980,17,576,23,312,32,522,0,0,3
532,275,3,1308,6647,14,6648,0,0,0,0,1
126,302,621,779,791,89,122,6649,24,690,0,1
3,646,44,484,34,736,46,74,368,0,0,1
36,204,804,6650,2,495,423,199,0,0,0,0
453,3405,3406,6651,1867,1687,6,2949,0,0,0,2
6652,2670,1392,429,2282,1532,2,59,0,0,0,0
7,46,240,1492,1495,997,515,1352,0,0,0,3
581,233,116,3407,2156,3357,16,4906,4024,0,0,0
528,512,91,408,12,90,2,4,2,0,0,0
17,576,373,6653,790,329,699,511,3855,0,0,2
1959,11,42,1456,4907,250,145,2150,664,1676,1354,1
6654,31,2,8,136,128,67,50,0,0,0,1
3,9,93,184,2990,6655,2967,964,2010,517,52,1
115,810,35,4908,4909,476,44,97,0,0,0,0
2381,254,343,4025,1164,269,105,0,0,0,0,0
959,451,5,19,2574,2,4,8,640,0,0,2
3,369,2,22,47,3354,2680,1868,50,0,0,1
722,428,6,6656,729,97,3799,156,0,0,0,1
864,768,6657,978,38,245,266,0,0,0,0,1
7,108,121,2681,2,495,125,2,4,707,0,3
1543,2175,4910,947,246,379,0,0,0,0,0,0
243,527,1096,356,216,3408,52,784,0,0,0,0
3,221,1611,165,143,858,310,1137,0,0,0,1
228,188,86,38,145,1689,556,0,0,0,0,1
43,579,2,27,1544,54,0,0,0,0,0,0
94,151,256,246,1747,135,23,334,0,0,0,0
984,408,2382,705,43,39,1866,2,178,0,0,0
373,853,17,80,397,238,187,8,0,0,0,0
747,296,4911,236,62,1126,6,998,666,0,0,3
3,489,146,2383,248,21,706,706,1537,0,0,1
314,82,85,2,8,17,80,0,0,0,0,3
703,793,485,1781,29,5,1112,458,0,0,0,2
580,697,1433,29,36,136,355,543,0,0,0,3
3,6,4026,1063,6658,981,52,70,0,0,0,1
3,72,164,165,75,2,4,796,0,0,0,1
2031,2115,16,81,188,30,2573,2,27,4027,1748,1
3,1158,1465,694,2930,4912,2991,0,0,0,0,1
2575,2,79,958,225,396,13,6,305,0,0,0
219,183,46,2682,2374,52,70,124,588,0,0,0
7,148,425,300,104,2,1007,1021,202,0,0,3
31,4028,3,2683,654,6,4913,2992,49,2176,393,1
2993,371,2,22,2363,1166,315,0,0,0,0,0
835,2684,3409,2685,1002,74,747,898,0,0,0,0
8,3,304,6659,47,10,4029,0,0,0,0,1
10,72,724,11,34,208,107,1595,2,0,0,0
4667,188,1749,162,2686,493,48,69,639,0,0,1
10,850,2,4,1246,6660,14,1869,2384,3410,442,1
4914,6661,553,631,573,0,0,0,0,0,0,0
1462,817,808,2382,6,43,0,0,0,0,0,0
802,853,721,1798,790,78,4030,0,0,0,0,1
3,84,793,1750,598,88,0,0,0,0,0,1
318,43,221,823,727,187,1978,0,0,0,0,0
580,84,2385,1007,790,607,1581,0,0,0,0,0
3411,2668,507,6,442,0,0,0,0,0,0,1
197,4915,882,171,6,849,3412,0,0,0,0,2
7,148,48,143,6662,0,0,0,0,0,0,3
921,2177,4031,486,104,997,79,260,3,0,0,1
5,19,407,203,2,27,1123,104,2687,0,0,2
3,6663,1442,877,367,1360,0,0,0,0,0,1
38,89,122,310,535,1866,2,114,0,0,0,1
217,241,705,1810,5,335,2994,287,0,0,0,2
36,204,804,222,321,322,1069,736,0,0,0,0
3,9,30,134,3808,1928,2,4,2,2980,1071,1
391,2032,2688,110,2,59,4032,2,0,0,0,0
297,66,862,4033,107,112,0,0,0,0,0,0
3,9,184,38,503,6,16,23,97,0,0,1
15,18,60,147,1288,2,4,45,213,68,0,2
3,86,58,96,194,2,4,308,180,0,0,1
209,2033,2289,26,850,2,4,6664,658,3,9,1
3,66,307,6665,21,69,639,116,317,1381,37,1
922,6666,16,655,89,6667,14,33,378,0,0,0
10,1268,2142,753,369,1409,2,73,87,0,0,1
5,1336,2,4,14,344,557,913,4917,295,185,2
2386,3413,5,6668,6669,6670,6671,3243,0,0,0,2
10,61,11,14,31,1629,131,43,0,0,0,0
5,2932,6672,299,389,675,6673,220,0,0,0,2
5,501,253,38,30,4918,2,22,871,620,88,2
144,2,431,593,726,4034,2,0,0,0,0,2
661,10,189,2,4,0,0,0,0,0,0,3
144,79,3414,699,1751,255,948,0,0,0,0,0
836,207,1122,5,380,23,0,0,0,0,0,2
54,339,66,1150,2621,493,0,0,0,0,0,0
409,98,15,18,691,2,4,68,0,0,0,2
37,15,18,2689,1781,128,0,0,0,0,0,2
101,1451,2,830,2995,6674,463,341,0,0,0,0
852,2034,6675,6676,2028,949,192,6,4035,0,0,0
7,41,776,2,62,3415,2,4,211,104,0,3
34,4768,1099,1337,5,186,65,0,0,0,0,2
846,400,684,307,6677,79,957,0,0,0,0,0
1096,2934,35,33,21,674,2178,0,0,0,0,0
32,346,17,77,266,0,0,0,0,0,0,2
1350,1825,2,87,163,206,191,901,2,0,0,0
1161,1736,60,12,2,4,25,92,370,0,0,0
10,72,12,734,4919,11,2,4,154,0,0,0
10,195,12,34,2961,355,1266,0,0,0,0,0
2996,196,223,2,59,704,6678,1473,0,0,0,0
76,5,19,11,38,15,1389,150,143,36,204,2
907,6679,2171,7,4920,2,1160,2035,588,4036,4037,3
950,2178,437,613,754,25,2,59,1305,0,0,0
2386,3413,2552,4921,2387,779,6680,2690,4038,0,0,3
43,273,785,380,762,5,55,0,0,0,0,2
1309,557,110,12,90,39,2,4,54,0,0,0
528,512,253,408,232,90,2,0,0,0,0,0
3,9,3984,1870,982,170,442,0,0,0,0,1
123,242,497,894,1135,225,1100,2388,621,518,2320,0
3,97,4922,64,32,2,324,753,0,0,0,1
1865,2674,46,74,493,30,1020,2,127,0,0,0
98,15,18,402,465,2,4,68,0,0,0,2
26,60,160,12,336,6681,237,6682,0,0,0,0
70,1087,575,544,301,611,53,1202,0,0,0,1
446,1779,6683,33,5,43,288,606,16,55,0,2
846,84,37,71,15,18,2148,38,5,74,6684,2
6685,195,160,11,45,1778,6686,2,47,1385,0,0
5,19,91,933,38,15,18,2,0,0,0,2
318,115,371,415,2,45,1290,498,2,0,0,0
984,828,890,10,35,11,1359,3,372,0,0,1
1869,1107,1276,2691,118,4923,3410,442,305,2177,410,1
6687,632,5,4039,322,735,13,0,0,0,0,2
10,63,2,4,1641,171,507,416,4040,538,2036,1
10,72,180,3362,2,73,87,841,107,112,0,0
124,5,3416,1119,2564,981,52,4924,0,0,0,2
1062,1642,2997,2155,4925,32,823,237,49,140,23,3
294,52,47,11,98,15,18,451,2,4,45,2
4041,221,187,6688,1672,1416,23,859,860,270,0,3
95,109,83,401,56,99,40,180,0,0,0,0
3,9,1669,138,1022,1920,4926,2,2,20,0,1
5,3417,2,22,2523,21,2,4,1922,2020,0,2
54,1412,985,2,20,1204,79,4042,0,0,0,0
294,316,3232,2692,10,1953,12,3,9,63,2,1
915,58,141,2,4,42,2,4,6,1285,0,1
626,330,2,518,71,320,18,387,6689,2856,0,2
15,18,61,24,224,45,68,0,0,0,0,2
723,369,1373,2693,2017,8,278,0,0,0,0,0
28,106,12,2,4,327,2,0,0,0,0,0
296,6690,319,49,1828,36,1966,437,613,0,0,3
298,935,298,453,2551,2998,762,273,0,0,0,2
3,9,1625,188,2389,144,34,0,0,0,0,1
17,80,32,2,8,1474,2,152,24,0,0,2
36,2390,13,203,2,22,103,16,119,419,0,0
964,1416,235,133,1070,104,13,0,0,0,0,3
2179,13,26,141,3949,0,0,0,0,0,0,1
5,189,12,15,18,1255,168,137,0,0,0,2
7,2999,2,4043,4927,463,341,0,0,0,0,3
388,767,792,2,4,119,929,4928,0,0,0,3
2391,49,4929,82,13,116,3418,1795,375,0,0,0
4044,276,211,1247,243,13,0,0,0,0,0,0
121,3,372,4930,372,881,2100,771,3000,1509,2,1
3,233,421,1302,113,3419,165,2,20,8,32,1
2392,1150,16,2307,2255,917,423,24,0,0,0,0
131,207,2393,783,54,2180,14,866,29,569,0,2
874,13,2181,1393,33,292,7,2,59,0,0,3
3,346,29,995,684,30,140,23,2,4,0,1
128,78,267,8,814,167,798,0,0,0,0,2
3,86,37,42,91,58,0,0,0,0,0,1
277,259,974,79,2694,4931,1593,3,0,0,0,1
24,2,3886,168,137,1595,2,1694,1208,3420,0,2
15,18,60,71,12,194,2,257,1255,54,0,2
212,13,60,149,2,22,176,263,0,0,0,0
312,118,443,2310,17,735,128,226,0,0,0,3
28,12,2,4,560,2855,1643,903,0,0,0,0
404,5,356,11,752,33,39,57,0,0,0,2
5,276,220,664,1677,1678,0,0,0,0,0,2
8,3,278,2,4,28,51,193,366,0,0,1
76,3,9,66,4932,120,56,418,469,6691,12,1
28,72,180,11,14,758,107,2,1296,0,0,0
251,358,937,164,16,492,943,3,9,0,0,1
209,238,424,17,263,525,29,30,458,2,4,1
372,1644,6692,49,6693,2,22,14,1636,378,0,0
446,3243,2299,6694,301,750,3,0,0,0,0,1
10,147,11,4029,431,1345,2695,215,2,4,0,2
95,53,3421,36,280,99,4642,2,20,44,513,0
6695,6696,28,6697,6698,287,1744,89,122,0,0,1
3,9,281,282,504,452,21,328,1137,0,0,1
62,3896,1673,1311,79,164,105,0,0,0,0,3
107,468,486,116,1075,266,6,657,0,0,0,0
306,167,2298,538,1000,258,699,7,17,80,0,3
2658,49,1046,360,54,57,0,0,0,0,0,0
34,1975,46,790,133,1628,0,0,0,0,0,0
95,109,83,56,572,174,0,0,0,0,0,0
665,16,181,214,30,3388,486,6,1103,0,0,1
538,433,426,3,2334,0,0,0,0,0,0,1
36,13,440,48,17,104,36,1834,0,0,0,0
2126,834,25,51,2,4,418,63,2623,546,0,0
62,4046,3422,564,2,272,841,54,0,0,0,3
